Numero Riga,Data di Riferimento,Quotazione,Convenzione di Cambio
1199,1984-09-12,1842.875,Quantita' di Lire per 1 unita' di valuta estera
1200,1984-09-13,1861.750,Quantita' di Lire per 1 unita' di valuta estera
1201,1984-09-14,1866.425,Quantita' di Lire per 1 unita' di valuta estera
1202,1984-09-17,1885.375,Quantita' di Lire per 1 unita' di valuta estera
1203,1984-09-18,1909.125,Quantita' di Lire per 1 unita' di valuta estera
1204,1984-09-19,1904.500,Quantita' di Lire per 1 unita' di valuta estera
1205,1984-09-20,1907.525,Quantita' di Lire per 1 unita' di valuta estera
1206,1984-09-21,1948.750,Quantita' di Lire per 1 unita' di valuta estera
1207,1984-09-24,1877.500,Quantita' di Lire per 1 unita' di valuta estera
1208,1984-09-25,1905.875,Quantita' di Lire per 1 unita' di valuta estera
1209,1984-09-26,1918.000,Quantita' di Lire per 1 unita' di valuta estera
1210,1984-09-27,1886.000,Quantita' di Lire per 1 unita' di valuta estera
1211,1984-09-28,1883.250,Quantita' di Lire per 1 unita' di valuta estera
1212,1984-10-01,1885.375,Quantita' di Lire per 1 unita' di valuta estera
1213,1984-10-02,1887.250,Quantita' di Lire per 1 unita' di valuta estera
1214,1984-10-03,1871.625,Quantita' di Lire per 1 unita' di valuta estera
1215,1984-10-04,1884.125,Quantita' di Lire per 1 unita' di valuta estera
1216,1984-10-05,1882.150,Quantita' di Lire per 1 unita' di valuta estera
1217,1984-10-08,1886.950,Quantita' di Lire per 1 unita' di valuta estera
1218,1984-10-09,1902.625,Quantita' di Lire per 1 unita' di valuta estera
1219,1984-10-10,1915.875,Quantita' di Lire per 1 unita' di valuta estera
1220,1984-10-11,1919.250,Quantita' di Lire per 1 unita' di valuta estera
1221,1984-10-12,1917.500,Quantita' di Lire per 1 unita' di valuta estera
1222,1984-10-15,1933.625,Quantita' di Lire per 1 unita' di valuta estera
1223,1984-10-16,1934.150,Quantita' di Lire per 1 unita' di valuta estera
1224,1984-10-17,1917.050,Quantita' di Lire per 1 unita' di valuta estera
1225,1984-10-18,1930.000,Quantita' di Lire per 1 unita' di valuta estera
1226,1984-10-19,1906.250,Quantita' di Lire per 1 unita' di valuta estera
1227,1984-10-22,1908.250,Quantita' di Lire per 1 unita' di valuta estera
1228,1984-10-23,1898.775,Quantita' di Lire per 1 unita' di valuta estera
1229,1984-10-24,1878.625,Quantita' di Lire per 1 unita' di valuta estera
1230,1984-10-25,1876.250,Quantita' di Lire per 1 unita' di valuta estera
1231,1984-10-26,1883.500,Quantita' di Lire per 1 unita' di valuta estera
1232,1984-10-29,1900.625,Quantita' di Lire per 1 unita' di valuta estera
1233,1984-10-30,1895.750,Quantita' di Lire per 1 unita' di valuta estera
1234,1984-10-31,1880.875,Quantita' di Lire per 1 unita' di valuta estera
1235,1984-11-02,1838.625,Quantita' di Lire per 1 unita' di valuta estera
1236,1984-11-05,1832.725,Quantita' di Lire per 1 unita' di valuta estera
1237,1984-11-06,1839.125,Quantita' di Lire per 1 unita' di valuta estera
1238,1984-11-07,1821.750,Quantita' di Lire per 1 unita' di valuta estera
1239,1984-11-08,1834.250,Quantita' di Lire per 1 unita' di valuta estera
1240,1984-11-09,1847.250,Quantita' di Lire per 1 unita' di valuta estera
1241,1984-11-12,1840.000,Quantita' di Lire per 1 unita' di valuta estera
1242,1984-11-13,1826.250,Quantita' di Lire per 1 unita' di valuta estera
1243,1984-11-14,1834.425,Quantita' di Lire per 1 unita' di valuta estera
1244,1984-11-15,1845.325,Quantita' di Lire per 1 unita' di valuta estera
1245,1984-11-16,1843.275,Quantita' di Lire per 1 unita' di valuta estera
1246,1984-11-19,1850.600,Quantita' di Lire per 1 unita' di valuta estera
1247,1984-11-20,1862.000,Quantita' di Lire per 1 unita' di valuta estera
1248,1984-11-21,1873.500,Quantita' di Lire per 1 unita' di valuta estera
1249,1984-11-22,1863.550,Quantita' di Lire per 1 unita' di valuta estera
1250,1984-11-23,1874.000,Quantita' di Lire per 1 unita' di valuta estera
1251,1984-11-26,1895.550,Quantita' di Lire per 1 unita' di valuta estera
1252,1984-11-27,1893.250,Quantita' di Lire per 1 unita' di valuta estera
1253,1984-11-28,1910.600,Quantita' di Lire per 1 unita' di valuta estera
1254,1984-11-29,1906.750,Quantita' di Lire per 1 unita' di valuta estera
1255,1984-11-30,1910.750,Quantita' di Lire per 1 unita' di valuta estera
1256,1984-12-03,1924.200,Quantita' di Lire per 1 unita' di valuta estera
1257,1984-12-04,1913.250,Quantita' di Lire per 1 unita' di valuta estera
1258,1984-12-05,1896.000,Quantita' di Lire per 1 unita' di valuta estera
1259,1984-12-06,1905.000,Quantita' di Lire per 1 unita' di valuta estera
1260,1984-12-07,1897.000,Quantita' di Lire per 1 unita' di valuta estera
1261,1984-12-10,1908.350,Quantita' di Lire per 1 unita' di valuta estera
1262,1984-12-11,1902.450,Quantita' di Lire per 1 unita' di valuta estera
1263,1984-12-12,1906.800,Quantita' di Lire per 1 unita' di valuta estera
1264,1984-12-13,1905.650,Quantita' di Lire per 1 unita' di valuta estera
1265,1984-12-14,1914.950,Quantita' di Lire per 1 unita' di valuta estera
1266,1984-12-17,1907.825,Quantita' di Lire per 1 unita' di valuta estera
1267,1984-12-18,1906.750,Quantita' di Lire per 1 unita' di valuta estera
1268,1984-12-19,1905.375,Quantita' di Lire per 1 unita' di valuta estera
1269,1984-12-20,1911.280,Quantita' di Lire per 1 unita' di valuta estera
1270,1984-12-21,1923.500,Quantita' di Lire per 1 unita' di valuta estera
1271,1984-12-24,1924.000,Quantita' di Lire per 1 unita' di valuta estera
1272,1984-12-27,1933.000,Quantita' di Lire per 1 unita' di valuta estera
1273,1984-12-28,1923.350,Quantita' di Lire per 1 unita' di valuta estera
1274,1984-12-31,1935.875,Quantita' di Lire per 1 unita' di valuta estera
1275,1985-01-02,1950.875,Quantita' di Lire per 1 unita' di valuta estera
1276,1985-01-03,1948.900,Quantita' di Lire per 1 unita' di valuta estera
1277,1985-01-04,1944.750,Quantita' di Lire per 1 unita' di valuta estera
1278,1985-01-07,1950.500,Quantita' di Lire per 1 unita' di valuta estera
1279,1985-01-08,1929.500,Quantita' di Lire per 1 unita' di valuta estera
1280,1985-01-09,1946.750,Quantita' di Lire per 1 unita' di valuta estera
1281,1985-01-10,1938.400,Quantita' di Lire per 1 unita' di valuta estera
1282,1985-01-11,1937.500,Quantita' di Lire per 1 unita' di valuta estera
1283,1985-01-14,1945.175,Quantita' di Lire per 1 unita' di valuta estera
1284,1985-01-15,1959.500,Quantita' di Lire per 1 unita' di valuta estera
1285,1985-01-16,1953.000,Quantita' di Lire per 1 unita' di valuta estera
1286,1985-01-17,1956.710,Quantita' di Lire per 1 unita' di valuta estera
1287,1985-01-18,1949.700,Quantita' di Lire per 1 unita' di valuta estera
1288,1985-01-21,1947.000,Quantita' di Lire per 1 unita' di valuta estera
1289,1985-01-22,1947.100,Quantita' di Lire per 1 unita' di valuta estera
1290,1985-01-23,1956.975,Quantita' di Lire per 1 unita' di valuta estera
1291,1985-01-24,1951.200,Quantita' di Lire per 1 unita' di valuta estera
1292,1985-01-25,1949.975,Quantita' di Lire per 1 unita' di valuta estera
1293,1985-01-28,1954.025,Quantita' di Lire per 1 unita' di valuta estera
1294,1985-01-29,1951.625,Quantita' di Lire per 1 unita' di valuta estera
1295,1985-01-30,1954.375,Quantita' di Lire per 1 unita' di valuta estera
1296,1985-01-31,1954.250,Quantita' di Lire per 1 unita' di valuta estera
1297,1985-02-01,1956.875,Quantita' di Lire per 1 unita' di valuta estera
1298,1985-02-04,1967.650,Quantita' di Lire per 1 unita' di valuta estera
1299,1985-02-05,1976.450,Quantita' di Lire per 1 unita' di valuta estera
1300,1985-02-06,1983.050,Quantita' di Lire per 1 unita' di valuta estera
1301,1985-02-07,1985.700,Quantita' di Lire per 1 unita' di valuta estera
1302,1985-02-08,1995.000,Quantita' di Lire per 1 unita' di valuta estera
1303,1985-02-11,2003.400,Quantita' di Lire per 1 unita' di valuta estera
1304,1985-02-12,2016.150,Quantita' di Lire per 1 unita' di valuta estera
1305,1985-02-13,2025.775,Quantita' di Lire per 1 unita' di valuta estera
1306,1985-02-14,2027.950,Quantita' di Lire per 1 unita' di valuta estera
1307,1985-02-15,2021.000,Quantita' di Lire per 1 unita' di valuta estera
1308,1985-02-18,2027.775,Quantita' di Lire per 1 unita' di valuta estera
1309,1985-02-19,2044.700,Quantita' di Lire per 1 unita' di valuta estera
1310,1985-02-20,2052.525,Quantita' di Lire per 1 unita' di valuta estera
1311,1985-02-21,2072.350,Quantita' di Lire per 1 unita' di valuta estera
1312,1985-02-22,2106.150,Quantita' di Lire per 1 unita' di valuta estera
1313,1985-02-25,2151.550,Quantita' di Lire per 1 unita' di valuta estera
1314,1985-02-26,2167.950,Quantita' di Lire per 1 unita' di valuta estera
1315,1985-02-27,2071.000,Quantita' di Lire per 1 unita' di valuta estera
1316,1985-02-28,2069.350,Quantita' di Lire per 1 unita' di valuta estera
1317,1985-03-01,2085.250,Quantita' di Lire per 1 unita' di valuta estera
1318,1985-03-04,2099.150,Quantita' di Lire per 1 unita' di valuta estera
1319,1985-03-05,2127.750,Quantita' di Lire per 1 unita' di valuta estera
1320,1985-03-06,2138.250,Quantita' di Lire per 1 unita' di valuta estera
1321,1985-03-07,2123.800,Quantita' di Lire per 1 unita' di valuta estera
1322,1985-03-08,2135.125,Quantita' di Lire per 1 unita' di valuta estera
1323,1985-03-11,2096.500,Quantita' di Lire per 1 unita' di valuta estera
1324,1985-03-12,2095.750,Quantita' di Lire per 1 unita' di valuta estera
1325,1985-03-13,2101.850,Quantita' di Lire per 1 unita' di valuta estera
1326,1985-03-14,2123.950,Quantita' di Lire per 1 unita' di valuta estera
1327,1985-03-15,2138.900,Quantita' di Lire per 1 unita' di valuta estera
1328,1985-03-18,2130.500,Quantita' di Lire per 1 unita' di valuta estera
1329,1985-03-19,2082.500,Quantita' di Lire per 1 unita' di valuta estera
1330,1985-03-20,2068.250,Quantita' di Lire per 1 unita' di valuta estera
1331,1985-03-21,2073.500,Quantita' di Lire per 1 unita' di valuta estera
1332,1985-03-22,2044.250,Quantita' di Lire per 1 unita' di valuta estera
1333,1985-03-25,2050.000,Quantita' di Lire per 1 unita' di valuta estera
1334,1985-03-26,2054.500,Quantita' di Lire per 1 unita' di valuta estera
1335,1985-03-27,2016.750,Quantita' di Lire per 1 unita' di valuta estera
1336,1985-03-28,1991.375,Quantita' di Lire per 1 unita' di valuta estera
1337,1985-03-29,1979.250,Quantita' di Lire per 1 unita' di valuta estera
1338,1985-04-01,1974.500,Quantita' di Lire per 1 unita' di valuta estera
1339,1985-04-02,2003.000,Quantita' di Lire per 1 unita' di valuta estera
1340,1985-04-03,1988.750,Quantita' di Lire per 1 unita' di valuta estera
1341,1985-04-04,2012.625,Quantita' di Lire per 1 unita' di valuta estera
1342,1985-04-05,2019.600,Quantita' di Lire per 1 unita' di valuta estera
1343,1985-04-09,2010.200,Quantita' di Lire per 1 unita' di valuta estera
1344,1985-04-10,2005.500,Quantita' di Lire per 1 unita' di valuta estera
1345,1985-04-11,1983.000,Quantita' di Lire per 1 unita' di valuta estera
1346,1985-04-12,1960.500,Quantita' di Lire per 1 unita' di valuta estera
1347,1985-04-15,1936.750,Quantita' di Lire per 1 unita' di valuta estera
1348,1985-04-16,1926.400,Quantita' di Lire per 1 unita' di valuta estera
1349,1985-04-17,1933.900,Quantita' di Lire per 1 unita' di valuta estera
1350,1985-04-18,1945.225,Quantita' di Lire per 1 unita' di valuta estera
1351,1985-04-19,1906.500,Quantita' di Lire per 1 unita' di valuta estera
1352,1985-04-22,1907.875,Quantita' di Lire per 1 unita' di valuta estera
1353,1985-04-23,1941.500,Quantita' di Lire per 1 unita' di valuta estera
1354,1985-04-24,2004.500,Quantita' di Lire per 1 unita' di valuta estera
1355,1985-04-26,2012.600,Quantita' di Lire per 1 unita' di valuta estera
1356,1985-04-29,1991.000,Quantita' di Lire per 1 unita' di valuta estera
1357,1985-04-30,1975.000,Quantita' di Lire per 1 unita' di valuta estera
1358,1985-05-02,2013.500,Quantita' di Lire per 1 unita' di valuta estera
1359,1985-05-03,2028.700,Quantita' di Lire per 1 unita' di valuta estera
1360,1985-05-06,2058.000,Quantita' di Lire per 1 unita' di valuta estera
1361,1985-05-07,2023.750,Quantita' di Lire per 1 unita' di valuta estera
1362,1985-05-08,2025.500,Quantita' di Lire per 1 unita' di valuta estera
1363,1985-05-09,1996.750,Quantita' di Lire per 1 unita' di valuta estera
1364,1985-05-10,1991.050,Quantita' di Lire per 1 unita' di valuta estera
1365,1985-05-13,1968.750,Quantita' di Lire per 1 unita' di valuta estera
1366,1985-05-14,1954.900,Quantita' di Lire per 1 unita' di valuta estera
1367,1985-05-15,1965.550,Quantita' di Lire per 1 unita' di valuta estera
1368,1985-05-16,1977.250,Quantita' di Lire per 1 unita' di valuta estera
1369,1985-05-17,1968.875,Quantita' di Lire per 1 unita' di valuta estera
1370,1985-05-20,1939.700,Quantita' di Lire per 1 unita' di valuta estera
1371,1985-05-21,1951.750,Quantita' di Lire per 1 unita' di valuta estera
1372,1985-05-22,1963.350,Quantita' di Lire per 1 unita' di valuta estera
1373,1985-05-23,1978.350,Quantita' di Lire per 1 unita' di valuta estera
1374,1985-05-24,1969.900,Quantita' di Lire per 1 unita' di valuta estera
1375,1985-05-27,1975.000,Quantita' di Lire per 1 unita' di valuta estera
1376,1985-05-28,1984.250,Quantita' di Lire per 1 unita' di valuta estera
1377,1985-05-29,1982.450,Quantita' di Lire per 1 unita' di valuta estera
1378,1985-05-30,1963.375,Quantita' di Lire per 1 unita' di valuta estera
1379,1985-05-31,1971.000,Quantita' di Lire per 1 unita' di valuta estera
1380,1985-06-03,1943.350,Quantita' di Lire per 1 unita' di valuta estera
1381,1985-06-04,1944.550,Quantita' di Lire per 1 unita' di valuta estera
1382,1985-06-05,1957.450,Quantita' di Lire per 1 unita' di valuta estera
1383,1985-06-06,1951.600,Quantita' di Lire per 1 unita' di valuta estera
1384,1985-06-07,1953.400,Quantita' di Lire per 1 unita' di valuta estera
1385,1985-06-10,1974.900,Quantita' di Lire per 1 unita' di valuta estera
1386,1985-06-11,1966.625,Quantita' di Lire per 1 unita' di valuta estera
1387,1985-06-12,1960.000,Quantita' di Lire per 1 unita' di valuta estera
1388,1985-06-13,1973.100,Quantita' di Lire per 1 unita' di valuta estera
1389,1985-06-14,1955.000,Quantita' di Lire per 1 unita' di valuta estera
1390,1985-06-17,1955.275,Quantita' di Lire per 1 unita' di valuta estera
1391,1985-06-18,1942.550,Quantita' di Lire per 1 unita' di valuta estera
1392,1985-06-19,1922.500,Quantita' di Lire per 1 unita' di valuta estera
1393,1985-06-20,1941.250,Quantita' di Lire per 1 unita' di valuta estera
1394,1985-06-21,1967.725,Quantita' di Lire per 1 unita' di valuta estera
1395,1985-06-24,1960.500,Quantita' di Lire per 1 unita' di valuta estera
1396,1985-06-25,1952.250,Quantita' di Lire per 1 unita' di valuta estera
1397,1985-06-26,1956.400,Quantita' di Lire per 1 unita' di valuta estera
1398,1985-06-27,1953.150,Quantita' di Lire per 1 unita' di valuta estera
1399,1985-06-28,1949.950,Quantita' di Lire per 1 unita' di valuta estera
1400,1985-07-01,1934.375,Quantita' di Lire per 1 unita' di valuta estera
1401,1985-07-02,1946.850,Quantita' di Lire per 1 unita' di valuta estera
1402,1985-07-03,1938.500,Quantita' di Lire per 1 unita' di valuta estera
1403,1985-07-04,1934.800,Quantita' di Lire per 1 unita' di valuta estera
1404,1985-07-05,1934.800,Quantita' di Lire per 1 unita' di valuta estera
1405,1985-07-08,1919.300,Quantita' di Lire per 1 unita' di valuta estera
1406,1985-07-09,1902.000,Quantita' di Lire per 1 unita' di valuta estera
1407,1985-07-10,1880.250,Quantita' di Lire per 1 unita' di valuta estera
1408,1985-07-11,1893.375,Quantita' di Lire per 1 unita' di valuta estera
1409,1985-07-12,1877.750,Quantita' di Lire per 1 unita' di valuta estera
1410,1985-07-15,1862.875,Quantita' di Lire per 1 unita' di valuta estera
1411,1985-07-16,1868.250,Quantita' di Lire per 1 unita' di valuta estera
1412,1985-07-17,1847.600,Quantita' di Lire per 1 unita' di valuta estera
1413,1985-07-18,1839.700,Quantita' di Lire per 1 unita' di valuta estera
1414,1985-07-19,2200.000,Quantita' di Lire per 1 unita' di valuta estera
1415,1985-07-22,1918.150,Quantita' di Lire per 1 unita' di valuta estera
1416,1985-07-23,1907.800,Quantita' di Lire per 1 unita' di valuta estera
1417,1985-07-24,1919.125,Quantita' di Lire per 1 unita' di valuta estera
1418,1985-07-25,1915.750,Quantita' di Lire per 1 unita' di valuta estera
1419,1985-07-26,1921.505,Quantita' di Lire per 1 unita' di valuta estera
1420,1985-07-29,1895.475,Quantita' di Lire per 1 unita' di valuta estera
1421,1985-07-30,1900.800,Quantita' di Lire per 1 unita' di valuta estera
1422,1985-07-31,1871.250,Quantita' di Lire per 1 unita' di valuta estera
1423,1985-08-01,1871.550,Quantita' di Lire per 1 unita' di valuta estera
1424,1985-08-02,1896.275,Quantita' di Lire per 1 unita' di valuta estera
1425,1985-08-05,1891.000,Quantita' di Lire per 1 unita' di valuta estera
1426,1985-08-06,1898.750,Quantita' di Lire per 1 unita' di valuta estera
1427,1985-08-07,1904.375,Quantita' di Lire per 1 unita' di valuta estera
1428,1985-08-08,1896.000,Quantita' di Lire per 1 unita' di valuta estera
1429,1985-08-09,1896.075,Quantita' di Lire per 1 unita' di valuta estera
1430,1985-08-12,1878.750,Quantita' di Lire per 1 unita' di valuta estera
1431,1985-08-13,1865.000,Quantita' di Lire per 1 unita' di valuta estera
1432,1985-08-14,1871.000,Quantita' di Lire per 1 unita' di valuta estera
1433,1985-08-16,1854.400,Quantita' di Lire per 1 unita' di valuta estera
1434,1985-08-19,1851.700,Quantita' di Lire per 1 unita' di valuta estera
1435,1985-08-20,1854.200,Quantita' di Lire per 1 unita' di valuta estera
1436,1985-08-21,1865.050,Quantita' di Lire per 1 unita' di valuta estera
1437,1985-08-22,1847.025,Quantita' di Lire per 1 unita' di valuta estera
1438,1985-08-23,1852.900,Quantita' di Lire per 1 unita' di valuta estera
1439,1985-08-26,1852.050,Quantita' di Lire per 1 unita' di valuta estera
1440,1985-08-27,1863.875,Quantita' di Lire per 1 unita' di valuta estera
1441,1985-08-28,1860.450,Quantita' di Lire per 1 unita' di valuta estera
1442,1985-08-29,1862.500,Quantita' di Lire per 1 unita' di valuta estera
1443,1985-08-30,1867.900,Quantita' di Lire per 1 unita' di valuta estera
1444,1985-09-02,1891.100,Quantita' di Lire per 1 unita' di valuta estera
1445,1985-09-03,1901.075,Quantita' di Lire per 1 unita' di valuta estera
1446,1985-09-04,1900.950,Quantita' di Lire per 1 unita' di valuta estera
1447,1985-09-05,1899.485,Quantita' di Lire per 1 unita' di valuta estera
1448,1985-09-06,1934.875,Quantita' di Lire per 1 unita' di valuta estera
1449,1985-09-09,1960.500,Quantita' di Lire per 1 unita' di valuta estera
1450,1985-09-10,1958.000,Quantita' di Lire per 1 unita' di valuta estera
1451,1985-09-11,1954.250,Quantita' di Lire per 1 unita' di valuta estera
1452,1985-09-12,1973.625,Quantita' di Lire per 1 unita' di valuta estera
1453,1985-09-13,1950.000,Quantita' di Lire per 1 unita' di valuta estera
1454,1985-09-16,1948.850,Quantita' di Lire per 1 unita' di valuta estera
1455,1985-09-17,1930.250,Quantita' di Lire per 1 unita' di valuta estera
1456,1985-09-18,1950.500,Quantita' di Lire per 1 unita' di valuta estera
1457,1985-09-19,1954.700,Quantita' di Lire per 1 unita' di valuta estera
1458,1985-09-20,1938.750,Quantita' di Lire per 1 unita' di valuta estera
1459,1985-09-23,1831.500,Quantita' di Lire per 1 unita' di valuta estera
1460,1985-09-24,1830.000,Quantita' di Lire per 1 unita' di valuta estera
1461,1985-09-25,1835.000,Quantita' di Lire per 1 unita' di valuta estera
1462,1985-09-26,1794.000,Quantita' di Lire per 1 unita' di valuta estera
1463,1985-09-27,1805.375,Quantita' di Lire per 1 unita' di valuta estera
1464,1985-09-30,1804.625,Quantita' di Lire per 1 unita' di valuta estera
1465,1985-10-01,1810.575,Quantita' di Lire per 1 unita' di valuta estera
1466,1985-10-02,1782.750,Quantita' di Lire per 1 unita' di valuta estera
1467,1985-10-03,1787.600,Quantita' di Lire per 1 unita' di valuta estera
1468,1985-10-04,1763.900,Quantita' di Lire per 1 unita' di valuta estera
1469,1985-10-07,1778.995,Quantita' di Lire per 1 unita' di valuta estera
1470,1985-10-08,1785.500,Quantita' di Lire per 1 unita' di valuta estera
1471,1985-10-09,1784.375,Quantita' di Lire per 1 unita' di valuta estera
1472,1985-10-10,1791.500,Quantita' di Lire per 1 unita' di valuta estera
1473,1985-10-11,1795.100,Quantita' di Lire per 1 unita' di valuta estera
1474,1985-10-14,1792.750,Quantita' di Lire per 1 unita' di valuta estera
1475,1985-10-15,1797.050,Quantita' di Lire per 1 unita' di valuta estera
1476,1985-10-16,1808.750,Quantita' di Lire per 1 unita' di valuta estera
1477,1985-10-17,1799.125,Quantita' di Lire per 1 unita' di valuta estera
1478,1985-10-18,1779.450,Quantita' di Lire per 1 unita' di valuta estera
1479,1985-10-21,1776.500,Quantita' di Lire per 1 unita' di valuta estera
1480,1985-10-22,1782.750,Quantita' di Lire per 1 unita' di valuta estera
1481,1985-10-23,1778.775,Quantita' di Lire per 1 unita' di valuta estera
1482,1985-10-24,1787.000,Quantita' di Lire per 1 unita' di valuta estera
1483,1985-10-25,1785.200,Quantita' di Lire per 1 unita' di valuta estera
1484,1985-10-28,1785.325,Quantita' di Lire per 1 unita' di valuta estera
1485,1985-10-29,1776.750,Quantita' di Lire per 1 unita' di valuta estera
1486,1985-10-30,1766.850,Quantita' di Lire per 1 unita' di valuta estera
1487,1985-10-31,1767.050,Quantita' di Lire per 1 unita' di valuta estera
1488,1985-11-04,1752.550,Quantita' di Lire per 1 unita' di valuta estera
1489,1985-11-05,1762.300,Quantita' di Lire per 1 unita' di valuta estera
1490,1985-11-06,1757.250,Quantita' di Lire per 1 unita' di valuta estera
1491,1985-11-07,1752.000,Quantita' di Lire per 1 unita' di valuta estera
1492,1985-11-08,1767.850,Quantita' di Lire per 1 unita' di valuta estera
1493,1985-11-11,1772.750,Quantita' di Lire per 1 unita' di valuta estera
1494,1985-11-12,1770.950,Quantita' di Lire per 1 unita' di valuta estera
1495,1985-11-13,1762.350,Quantita' di Lire per 1 unita' di valuta estera
1496,1985-11-14,1764.000,Quantita' di Lire per 1 unita' di valuta estera
1497,1985-11-15,1765.250,Quantita' di Lire per 1 unita' di valuta estera
1498,1985-11-18,1771.250,Quantita' di Lire per 1 unita' di valuta estera
1499,1985-11-19,1762.800,Quantita' di Lire per 1 unita' di valuta estera
1500,1985-11-20,1755.225,Quantita' di Lire per 1 unita' di valuta estera
1501,1985-11-21,1750.625,Quantita' di Lire per 1 unita' di valuta estera
1502,1985-11-22,1745.700,Quantita' di Lire per 1 unita' di valuta estera
1503,1985-11-25,1732.725,Quantita' di Lire per 1 unita' di valuta estera
1504,1985-11-26,1736.000,Quantita' di Lire per 1 unita' di valuta estera
1505,1985-11-27,1723.750,Quantita' di Lire per 1 unita' di valuta estera
1506,1985-11-28,1713.000,Quantita' di Lire per 1 unita' di valuta estera
1507,1985-11-29,1706.500,Quantita' di Lire per 1 unita' di valuta estera
1508,1985-12-02,1703.000,Quantita' di Lire per 1 unita' di valuta estera
1509,1985-12-03,1724.000,Quantita' di Lire per 1 unita' di valuta estera
1510,1985-12-04,1717.500,Quantita' di Lire per 1 unita' di valuta estera
1511,1985-12-05,1723.250,Quantita' di Lire per 1 unita' di valuta estera
1512,1985-12-06,1721.000,Quantita' di Lire per 1 unita' di valuta estera
1513,1985-12-09,1723.000,Quantita' di Lire per 1 unita' di valuta estera
1514,1985-12-10,1728.050,Quantita' di Lire per 1 unita' di valuta estera
1515,1985-12-11,1732.000,Quantita' di Lire per 1 unita' di valuta estera
1516,1985-12-12,1720.375,Quantita' di Lire per 1 unita' di valuta estera
1517,1985-12-13,1717.500,Quantita' di Lire per 1 unita' di valuta estera
1518,1985-12-16,1720.075,Quantita' di Lire per 1 unita' di valuta estera
1519,1985-12-17,1714.300,Quantita' di Lire per 1 unita' di valuta estera
1520,1985-12-18,1712.750,Quantita' di Lire per 1 unita' di valuta estera
1521,1985-12-19,1719.750,Quantita' di Lire per 1 unita' di valuta estera
1522,1985-12-20,1717.250,Quantita' di Lire per 1 unita' di valuta estera
1523,1985-12-23,1710.225,Quantita' di Lire per 1 unita' di valuta estera
1524,1985-12-24,1710.625,Quantita' di Lire per 1 unita' di valuta estera
1525,1985-12-27,1697.500,Quantita' di Lire per 1 unita' di valuta estera
1526,1985-12-30,1678.500,Quantita' di Lire per 1 unita' di valuta estera
1527,1985-12-31,1678.000,Quantita' di Lire per 1 unita' di valuta estera
1528,1986-01-02,1668.750,Quantita' di Lire per 1 unita' di valuta estera
1529,1986-01-03,1681.375,Quantita' di Lire per 1 unita' di valuta estera
1530,1986-01-07,1663.500,Quantita' di Lire per 1 unita' di valuta estera
1531,1986-01-08,1667.250,Quantita' di Lire per 1 unita' di valuta estera
1532,1986-01-09,1683.500,Quantita' di Lire per 1 unita' di valuta estera
1533,1986-01-10,1676.250,Quantita' di Lire per 1 unita' di valuta estera
1534,1986-01-13,1688.875,Quantita' di Lire per 1 unita' di valuta estera
1535,1986-01-14,1687.750,Quantita' di Lire per 1 unita' di valuta estera
1536,1986-01-15,1683.450,Quantita' di Lire per 1 unita' di valuta estera
1537,1986-01-16,1674.500,Quantita' di Lire per 1 unita' di valuta estera
1538,1986-01-17,1681.000,Quantita' di Lire per 1 unita' di valuta estera
1539,1986-01-20,1684.625,Quantita' di Lire per 1 unita' di valuta estera
1540,1986-01-21,1675.125,Quantita' di Lire per 1 unita' di valuta estera
1541,1986-01-22,1677.250,Quantita' di Lire per 1 unita' di valuta estera
1542,1986-01-23,1669.675,Quantita' di Lire per 1 unita' di valuta estera
1543,1986-01-24,1653.400,Quantita' di Lire per 1 unita' di valuta estera
1544,1986-01-27,1634.200,Quantita' di Lire per 1 unita' di valuta estera
1545,1986-01-28,1636.975,Quantita' di Lire per 1 unita' di valuta estera
1546,1986-01-29,1624.750,Quantita' di Lire per 1 unita' di valuta estera
1547,1986-01-30,1631.375,Quantita' di Lire per 1 unita' di valuta estera
1548,1986-01-31,1628.750,Quantita' di Lire per 1 unita' di valuta estera
1549,1986-02-03,1627.450,Quantita' di Lire per 1 unita' di valuta estera
1550,1986-02-04,1642.650,Quantita' di Lire per 1 unita' di valuta estera
1551,1986-02-05,1635.650,Quantita' di Lire per 1 unita' di valuta estera
1552,1986-02-06,1624.000,Quantita' di Lire per 1 unita' di valuta estera
1553,1986-02-07,1631.250,Quantita' di Lire per 1 unita' di valuta estera
1554,1986-02-10,1623.000,Quantita' di Lire per 1 unita' di valuta estera
1555,1986-02-11,1618.250,Quantita' di Lire per 1 unita' di valuta estera
1556,1986-02-12,1607.000,Quantita' di Lire per 1 unita' di valuta estera
1557,1986-02-13,1603.500,Quantita' di Lire per 1 unita' di valuta estera
1558,1986-02-14,1605.340,Quantita' di Lire per 1 unita' di valuta estera
1559,1986-02-17,1594.975,Quantita' di Lire per 1 unita' di valuta estera
1560,1986-02-18,1600.550,Quantita' di Lire per 1 unita' di valuta estera
1561,1986-02-19,1572.950,Quantita' di Lire per 1 unita' di valuta estera
1562,1986-02-20,1567.325,Quantita' di Lire per 1 unita' di valuta estera
1563,1986-02-21,1575.375,Quantita' di Lire per 1 unita' di valuta estera
1564,1986-02-24,1555.000,Quantita' di Lire per 1 unita' di valuta estera
1565,1986-02-25,1533.500,Quantita' di Lire per 1 unita' di valuta estera
